DEAL_ID,PIPELINE_ID,PIPELINE_NAME,STAGE_NAME,AMOUNT_IN_HOME_CURRENCY,CREATED_AT,CLOSE_DATE,DEAL_SOURCE_TYPE
11544428215,default,Mid Market Pipeline,Closed Lost,,2023-01-01T16:41:15.041Z,2023-01-18T09:15:41.444Z,Website
11631593293,default,Mid Market Pipeline,Keep Warm,30200,2023-01-09T09:04:27.21Z,2023-09-30T22:01:15.185Z,Website
11650819658,default,Mid Market Pipeline,Closed Lost,7700,2023-01-10T22:00:07.113Z,2023-04-14T13:58:59.158Z,Website
11744161349,default,Mid Market Pipeline,Closed Lost,,2023-01-18T14:05:53.154Z,2023-04-12T11:39:42.702Z,Website
11745016639,default,Mid Market Pipeline,Closed Lost,,2023-01-18T15:48:29.732Z,2023-04-13T17:39:37.17Z,Website
11750790416,default,Mid Market Pipeline,Closed Lost,,2023-01-18T19:45:21.053Z,2023-01-20T14:32:46.569Z,Sales Outbound
11765292444,default,Mid Market Pipeline,Closed Lost,20600,2023-01-19T16:44:26.076Z,2024-01-26T09:47:06.981Z,Website
11769088269,default,Mid Market Pipeline,Closed Lost,,2023-01-19T21:53:44.853Z,2023-05-04T13:45:40.251Z,Website
11776238629,default,Mid Market Pipeline,Closed Lost,13600,2023-01-20T14:45:51.727Z,2023-05-09T16:21:42.07Z,Website
11776409864,default,Mid Market Pipeline,Closed Lost,12600,2023-01-20T14:58:36.574Z,2023-05-09T16:17:51.696Z,Website
11831233947,default,Mid Market Pipeline,Closed Won,27412.5,2023-01-24T15:23:46.726Z,2023-06-30T21:52:15.715Z,Website
11839902114,default,Mid Market Pipeline,Closed Won,9575,2023-01-24T22:29:04.427Z,2023-01-31T18:47:52.822Z,Website
11927508532,default,Mid Market Pipeline,Closed Lost,14350,2023-01-30T10:16:11.408Z,2023-04-05T13:08:37.022Z,PPC / Paid Advertising
11933146496,default,Mid Market Pipeline,Closed Lost,12600,2023-01-30T18:47:42.011Z,2023-02-22T16:45:28.807Z,Website
11938781718,default,Mid Market Pipeline,Closed Lost,,2023-01-31T00:25:46.257Z,2023-02-23T12:08:57.024Z,Website
11963756145,default,Mid Market Pipeline,Closed Lost,10600,2023-02-01T15:26:42.376Z,2023-05-22T17:44:18.189Z,Sales Outbound
11972675841,default,Mid Market Pipeline,Closed Lost,,2023-02-01T21:57:01.689Z,2023-04-14T08:26:09.884Z,Website
11995207086,default,Mid Market Pipeline,Closed Lost,18600,2023-02-02T20:43:43.284Z,2023-04-24T13:57:39.143Z,PPC / Paid Advertising
12038045778,default,Mid Market Pipeline,Closed Won,13324.5,2023-02-06T17:57:27.187Z,2023-09-11T17:00:55.268Z,Webinar
12053537184,default,Mid Market Pipeline,Closed Lost,11600,2023-02-07T19:15:44.387Z,2023-04-05T13:26:28.762Z,Sales Outbound
12135427160,default,Mid Market Pipeline,Closed Won,11790,2023-02-13T13:31:49.161Z,2023-10-01T07:55:21.667Z,Website
12135850076,default,Mid Market Pipeline,Closed Lost,12600,2023-02-13T14:16:32.168Z,2023-04-11T16:46:19.231Z,Website
12137129065,default,Mid Market Pipeline,Closed Lost,,2023-02-13T15:53:03.228Z,2023-02-15T15:34:33.584Z,Website
12144255410,default,Mid Market Pipeline,Closed Lost,32100,2023-02-13T22:47:06.698Z,2023-06-29T14:14:56.034Z,Website
12149716742,default,Mid Market Pipeline,Closed Won,29600,2023-02-14T07:22:25.78Z,2023-06-29T23:24:04.96Z,Webinar
12127938574,default,Mid Market Pipeline,Closed Lost,,2023-02-12T22:46:16.795Z,2023-04-28T21:54:33.75Z,Sales Outbound
12179798156,default,Mid Market Pipeline,Closed Lost,,2023-02-16T00:58:55.653Z,2023-02-17T09:08:29.635Z,Website
12186503801,default,Mid Market Pipeline,Closed Lost,,2023-02-16T14:43:11.427Z,2023-04-12T11:45:56.112Z,Website
12192774913,default,Mid Market Pipeline,Closed Won,9405,2023-02-16T20:57:13.54Z,2023-04-27T09:40:28.295Z,PPC / Paid Advertising
12239875229,default,Mid Market Pipeline,Closed Lost,7720,2023-02-20T13:32:58.234Z,2023-03-10T11:35:50.086Z,Website
12241453445,default,Mid Market Pipeline,Closed Lost,,2023-02-20T16:02:41.086Z,2023-03-01T09:20:36.781Z,Sales Outbound
12248281384,default,Mid Market Pipeline,Closed Lost,,2023-02-20T22:58:29.756Z,2023-02-24T17:53:30.718Z,Website
12253703810,default,Mid Market Pipeline,Closed Lost,13600,2023-02-21T11:26:16.019Z,2024-01-30T15:26:42.408Z,Website
12266619411,default,Mid Market Pipeline,Closed Lost,106760,2023-02-22T13:57:22.829Z,2024-01-16T15:23:27.254Z,PPC / Paid Advertising
12281555300,default,Mid Market Pipeline,Closed Lost,,2023-02-23T19:45:51.078Z,2023-03-06T15:08:58.537Z,Website
12339718709,default,Mid Market Pipeline,Closed Lost,10600,2023-02-28T11:26:54.08Z,2023-07-13T18:00:14.717Z,Website
12339754355,default,Mid Market Pipeline,Closed Lost,,2023-02-28T11:58:39.341Z,2023-03-03T15:29:50.485Z,Website
12344943174,default,Mid Market Pipeline,Keep Warm,23600,2023-02-28T20:01:54.16Z,2023-08-31T18:15:46.403Z,Website
12368862792,default,Mid Market Pipeline,Closed Lost,38544,2023-03-02T18:09:25.012Z,2023-03-27T20:52:45.723Z,Webinar
12386749219,default,Mid Market Pipeline,Closed Lost,12600,2023-03-03T16:29:19.532Z,2023-05-10T14:08:11.939Z,Website
12423978577,default,Mid Market Pipeline,Closed Lost,,2023-03-06T21:25:57.897Z,2023-05-23T18:21:39.373Z,Sales Outbound
12434781621,default,Mid Market Pipeline,Closed Lost,,2023-03-07T19:04:00.949Z,2023-03-24T15:24:12.757Z,Website
12449476636,default,Mid Market Pipeline,Closed Lost,16725,2023-03-08T19:19:30.708Z,2023-09-18T21:36:47.823Z,Website
12479412897,default,Mid Market Pipeline,Closed Lost,,2023-03-10T16:23:31.032Z,2023-04-12T17:37:50.674Z,Tradeshows and Events
12514147469,default,Mid Market Pipeline,Closed Lost,,2023-03-13T13:40:05.324Z,2023-03-17T19:49:21.383Z,Tradeshows and Events
12528567858,default,Mid Market Pipeline,Closed Lost,8730,2023-03-14T10:23:28.23Z,2023-06-14T15:51:24.681Z,Sales Outbound
12533229976,default,Mid Market Pipeline,Closed Lost,,2023-03-14T18:08:31.894Z,2023-04-19T16:06:34.119Z,Website
12557955513,default,Mid Market Pipeline,Closed Lost,,2023-03-16T11:47:21.299Z,2023-03-21T08:04:22.477Z,Website
12561577551,default,Mid Market Pipeline,Closed Lost,0,2023-03-06T16:52:41.12Z,2023-03-27T11:41:45.464Z,Tradeshows and Events
12563113338,default,Mid Market Pipeline,Closed Lost,11600,2023-03-16T19:24:55.957Z,2023-06-14T19:17:07.849Z,Website
12580403540,default,Mid Market Pipeline,Closed Lost,,2023-03-17T15:24:26.03Z,2023-04-28T15:38:10.051Z,Tradeshows and Events
12580731832,default,Mid Market Pipeline,Closed Lost,13600,2023-03-17T16:05:46.798Z,2023-04-12T09:35:08.046Z,Sales Outbound
12623816361,default,Mid Market Pipeline,Closed Lost,31125,2023-03-20T13:36:03.652Z,2023-07-24T13:52:10.315Z,PPC / Paid Advertising
12626558887,default,Mid Market Pipeline,Closed Lost,8680,2023-03-20T15:28:55.745Z,2023-04-21T21:05:15.744Z,Website
12633683497,default,Mid Market Pipeline,Closed Lost,26230,2023-03-21T01:37:39.093Z,2023-06-07T17:16:16.509Z,PPC / Paid Advertising
12649911110,default,Mid Market Pipeline,Closed Lost,18600,2023-03-21T17:42:44.73Z,2023-07-24T13:52:24.763Z,Tradeshows and Events
12670376970,default,Mid Market Pipeline,Closed Lost,,2023-03-22T13:55:27.399Z,2023-05-09T15:52:52.053Z,Sales Outbound
12671910752,default,Mid Market Pipeline,Closed Lost,34750,2023-03-22T15:18:33.817Z,2023-09-29T14:01:17.776Z,Sales Outbound
12686862229,default,Mid Market Pipeline,Closed Lost,,2023-03-23T11:49:35.083Z,2023-03-29T08:57:52.819Z,Website
12693223326,default,Mid Market Pipeline,Keep Warm,,2023-03-23T21:02:25.972Z,,Tradeshows and Events
12709294996,default,Mid Market Pipeline,Closed Lost,,2023-03-24T18:21:47.261Z,2023-08-24T09:41:58.399Z,Tradeshows and Events
12761438030,default,Mid Market Pipeline,Closed Lost,,2023-03-29T10:25:49.969Z,2023-05-03T13:07:29.561Z,Website
12764752665,default,Mid Market Pipeline,Closed Lost,24200,2023-03-29T15:02:39.719Z,2023-05-09T14:38:27.499Z,Tradeshows and Events
12765322872,default,Mid Market Pipeline,Closed Lost,10680,2023-03-29T16:44:54.5Z,2023-04-03T14:33:55.185Z,PPC / Paid Advertising
12823240294,default,Mid Market Pipeline,Closed Lost,,2023-04-03T14:40:07.51Z,2023-06-15T15:55:21.96Z,Tradeshows and Events
12869401226,default,Mid Market Pipeline,Closed Lost,,2023-04-06T14:31:38.571Z,2023-04-10T16:41:40.202Z,Webinar
12925772042,default,Mid Market Pipeline,Closed Lost,,2023-04-11T13:35:35.82Z,2023-04-12T12:38:46.388Z,Website
12928628483,default,Mid Market Pipeline,Closed Lost,,2023-04-11T17:08:48.486Z,2023-04-28T09:32:59.649Z,Tradeshows and Events
12954959278,default,Mid Market Pipeline,Closed Lost,,2023-04-12T17:48:38.023Z,2023-05-03T11:19:56.058Z,Tradeshows and Events
12986189423,default,Mid Market Pipeline,Closed Lost,,2023-04-14T12:17:53.713Z,2023-06-19T18:01:45.439Z,Website
12987505065,default,Mid Market Pipeline,Closed Lost,,2023-04-14T13:25:26.854Z,2023-07-12T21:26:09.38Z,PPC / Paid Advertising
12990782091,default,Mid Market Pipeline,Closed Lost,,2023-04-14T17:20:54.922Z,2023-10-03T14:23:53.444Z,Sales Outbound
13027287657,default,Mid Market Pipeline,Closed Lost,19567.7174,2023-04-17T11:13:24.48Z,2023-05-03T12:54:15.24Z,Website
13028118065,default,Mid Market Pipeline,Closed Won,12197.5,2023-04-17T12:12:27.692Z,2023-06-14T08:21:08.01Z,Website
13034491166,default,Mid Market Pipeline,Closed Lost,,2023-04-17T19:49:51.501Z,2023-05-08T18:08:28.961Z,Tradeshows and Events
13037424514,default,Mid Market Pipeline,Closed Lost,,2023-04-18T05:33:03.292Z,2023-05-04T18:58:11.776Z,Tradeshows and Events
13042613516,default,Mid Market Pipeline,Closed Lost,15100,2023-04-18T13:57:23.21Z,2023-05-31T19:07:14.04Z,Website
13046749745,default,Mid Market Pipeline,Closed Lost,,2023-04-18T17:35:35.966Z,2023-05-11T12:39:04.113Z,Tradeshows and Events
13055913335,default,Mid Market Pipeline,Closed Lost,9301.992,2023-04-19T11:48:24.059Z,2023-07-11T12:25:59.413Z,PPC / Paid Advertising
13058906239,default,Mid Market Pipeline,Closed Lost,10600,2023-04-19T18:09:47.475Z,2023-06-27T21:20:29.422Z,PPC / Paid Advertising
13062329383,default,Mid Market Pipeline,Closed Lost,0,2023-04-19T20:47:26.516Z,2023-08-15T18:31:53.577Z,Website
13063384486,default,Mid Market Pipeline,Closed Lost,10600,2023-04-19T22:19:51.987Z,2024-01-29T19:29:30.135Z,Tradeshows and Events
13068557433,default,Mid Market Pipeline,Proof of Value,13600,2023-04-20T11:02:30.77Z,2024-03-29T15:26:30.829Z,Sales Outbound
13070935702,default,Mid Market Pipeline,Closed Lost,,2023-04-20T15:38:47.923Z,2023-04-26T18:56:39.961Z,Sales Outbound
13076175528,default,Mid Market Pipeline,Keep Warm,,2023-04-20T21:24:31.935Z,,Website
13076448118,default,Mid Market Pipeline,Closed Lost,,2023-04-20T22:51:24.405Z,2023-06-20T16:09:56.301Z,Tradeshows and Events
13086298392,default,Mid Market Pipeline,Procurement/Negotiation,8280,2023-04-21T18:05:11.278Z,2024-03-01T19:33:32.812Z,Webinar
13123943286,default,Mid Market Pipeline,Closed Lost,31000,2023-04-24T17:30:36.984Z,2023-10-30T13:43:18.442Z,PPC / Paid Advertising
13133919104,default,Mid Market Pipeline,Closed Lost,,2023-04-25T12:38:59.291Z,2023-08-15T23:03:25.297Z,PPC / Paid Advertising
13149362322,default,Mid Market Pipeline,Closed Lost,25000,2023-04-26T16:09:19.31Z,2023-11-16T18:19:02.35Z,Sales Outbound
13150537342,default,Mid Market Pipeline,Keep Warm,16680,2023-04-26T19:24:00.186Z,2024-02-15T14:16:05.734Z,Website
13157251859,default,Mid Market Pipeline,Closed Lost,,2023-04-27T09:01:09.743Z,2023-11-15T20:35:26.173Z,Sales Outbound
13187764917,default,Mid Market Pipeline,Closed Lost,,2023-04-30T15:20:43.453Z,2023-08-24T20:51:06.849Z,PPC / Paid Advertising
13202621836,default,Mid Market Pipeline,Keep Warm,,2023-05-02T08:20:40.34Z,,Website
13205893401,default,Mid Market Pipeline,Closed Lost,21600,2023-05-02T15:09:14.712Z,2023-08-30T08:59:52.265Z,Website
13213952101,default,Mid Market Pipeline,Closed Lost,,2023-05-03T10:17:37.051Z,2023-05-25T19:12:29.385Z,Website
13273113740,default,Mid Market Pipeline,Closed Lost,,2023-05-09T03:06:08.156Z,2023-09-18T14:14:07.238Z,Website
13273720504,default,Mid Market Pipeline,Closed Lost,,2023-05-09T05:23:30.457Z,2023-07-24T19:11:28.636Z,Sales Outbound
13259666846,default,Mid Market Pipeline,Closed Lost,,2023-05-07T15:19:00.897Z,2023-05-30T20:11:29.874Z,PPC / Paid Advertising
13315561577,default,Mid Market Pipeline,Closed Lost,,2023-05-12T16:34:07.574Z,2023-05-24T17:18:03.342Z,Website
13336637979,default,Mid Market Pipeline,Closed Lost,,2023-05-15T10:39:30.845Z,2023-07-10T20:31:18.241Z,Website
13353550093,default,Mid Market Pipeline,Closed Won,7980,2023-05-16T13:44:53.617Z,2023-12-31T13:19:12.625Z,PPC / Paid Advertising
13354946483,default,Mid Market Pipeline,Closed Won,9252,2023-05-16T14:45:00.79Z,2023-08-07T12:45:40.619Z,Website
13363667723,default,Mid Market Pipeline,Closed Lost,11100,2023-05-17T07:25:49.678Z,2023-06-15T16:13:41.972Z,Chat Bot
13377329456,default,Mid Market Pipeline,Closed Lost,12430,2023-05-18T13:52:46.651Z,2023-05-26T12:28:06.45Z,Website
13384082182,default,Mid Market Pipeline,Closed Lost,11600,2023-05-19T03:14:18.55Z,2023-10-31T10:34:33.721Z,Website
13386145429,default,Mid Market Pipeline,Closed Lost,2960,2023-05-19T09:20:14.106Z,2023-09-20T16:07:54.357Z,Website
13388452162,default,Mid Market Pipeline,Closed Lost,,2023-05-19T15:02:50.74Z,2023-06-05T15:13:52.134Z,PPC / Paid Advertising
13411683953,default,Mid Market Pipeline,Closed Won,8680,2023-05-22T12:30:39.592Z,2023-09-15T12:18:27.464Z,Website
13505734407,default,Mid Market Pipeline,Closed Lost,,2023-05-30T14:18:52.911Z,2023-07-27T13:56:42.89Z,Sales Outbound
13508830838,default,Mid Market Pipeline,Proposal/Pricing,17800,2023-05-30T18:35:09.217Z,2024-04-30T11:02:38.843Z,PPC / Paid Advertising
13549384980,default,Mid Market Pipeline,Closed Won,17086.5194,2023-06-02T08:45:45.318Z,2023-08-11T16:12:25.952Z,Website
13573188254,default,Mid Market Pipeline,Closed Lost,,2023-06-04T09:07:44.561Z,2023-06-12T12:23:29.212Z,Sales Outbound
13586942334,default,Mid Market Pipeline,Closed Lost,,2023-06-05T15:32:22.916Z,2023-06-08T11:29:58.292Z,Website
13622548601,default,Mid Market Pipeline,Closed Lost,11600,2023-06-07T21:15:26.618Z,2023-11-08T15:06:25.368Z,Website
13677519943,default,Mid Market Pipeline,Keep Warm,,2023-06-12T13:59:14.795Z,2023-11-30T10:44:32.596Z,Sales Re-Engagement
13678238518,default,Mid Market Pipeline,Lead Engaged,2960,2023-06-12T15:04:29.64Z,2024-02-29T21:16:31.116Z,Website
13683436034,default,Mid Market Pipeline,Proposal/Pricing,116700,2023-06-12T23:12:23.184Z,2024-06-28T17:53:14.738Z,Social
13710312216,default,Mid Market Pipeline,Keep Warm,,2023-06-14T17:09:05.806Z,2024-07-31T18:30:34.976Z,Tradeshows and Events
13739820712,default,Mid Market Pipeline,Closed Lost,,2023-06-16T10:33:44.444Z,2023-07-20T13:24:15.887Z,Tradeshows and Events
13750708065,default,Mid Market Pipeline,Closed Lost,12600,2023-06-16T20:01:59.537Z,2023-07-19T08:40:53.397Z,PPC / Paid Advertising
13790700847,default,Mid Market Pipeline,Qualified,31000,2023-06-20T08:20:46.259Z,2024-03-31T14:00:50.276Z,PPC / Paid Advertising
13794275767,default,Mid Market Pipeline,Procurement/Negotiation,3960,2023-06-20T16:17:46.287Z,2024-02-29T20:39:41.157Z,Webinar
13884898088,default,Mid Market Pipeline,Closed Lost,,2023-06-27T15:20:17.187Z,2023-06-29T14:49:25.394Z,PPC / Paid Advertising
13899723788,default,Mid Market Pipeline,Closed Lost,10600,2023-06-28T14:30:14.774Z,2023-07-20T14:58:56.03Z,Tradeshows and Events
13927103642,default,Mid Market Pipeline,Qualified,20680,2023-06-30T18:39:28.579Z,2025-01-31T14:24:20.389Z,Tradeshows and Events
13927157383,default,Mid Market Pipeline,Closed Lost,,2023-06-30T18:30:56.149Z,2023-12-01T15:44:28.543Z,Tradeshows and Events
13976753812,default,Mid Market Pipeline,Proposal/Pricing,52500,2023-07-05T08:29:59.386Z,2024-03-29T18:43:34.355Z,PPC / Paid Advertising
14057698115,default,Mid Market Pipeline,Closed Won,9680,2023-07-11T12:39:15.658Z,2023-09-30T10:28:23.312Z,Sales Re-Engagement
14089537804,default,Mid Market Pipeline,Closed Lost,,2023-07-12T20:50:03.031Z,2023-07-18T17:11:16.543Z,Website
14108761726,default,Mid Market Pipeline,Closed Lost,,2023-07-13T14:16:19.451Z,2023-10-13T09:39:40.138Z,Tradeshows and Events
14132226309,default,Mid Market Pipeline,Closed Lost,11600,2023-07-13T20:16:55.052Z,2023-07-24T18:00:12.861Z,Website
14192307333,default,Mid Market Pipeline,Closed Won,8660,2023-07-17T12:13:14.889Z,2023-11-13T11:45:32.743Z,Sales Outbound
14195176979,default,Mid Market Pipeline,Proof of Value,38400,2023-07-17T16:38:36.771Z,2024-04-30T17:56:41.134Z,PPC / Paid Advertising
14207573063,default,Mid Market Pipeline,Closed Lost,,2023-07-18T10:35:16.992Z,2024-01-09T16:20:32.761Z,Sales Outbound
14214646193,default,Mid Market Pipeline,Closed Lost,11600,2023-07-18T18:27:56.76Z,2023-08-10T14:53:57.118Z,Website
14225906285,default,Mid Market Pipeline,Qualified,3960,2023-07-19T10:14:01.86Z,2024-05-31T18:08:41.892Z,Sales Outbound
14262023452,default,Mid Market Pipeline,Qualified,11600,2023-07-21T09:19:41.887Z,2024-01-31T13:40:16.284Z,Website
14265377541,default,Mid Market Pipeline,Discovery,,2023-07-21T14:18:26.093Z,2024-01-31T18:01:53.527Z,Sales Outbound
14298736901,default,Mid Market Pipeline,Keep Warm,14350,2023-07-24T15:42:00.717Z,2024-03-29T22:28:47.031Z,Sales Outbound
14300683349,default,Mid Market Pipeline,Closed Lost,11100,2023-07-24T17:39:13.978Z,2023-09-19T12:18:37.451Z,Website
14304505664,default,Mid Market Pipeline,Closed Lost,24350,2023-07-21T14:29:33.006Z,2023-11-16T17:11:13.265Z,Sales Outbound
14356566656,default,Mid Market Pipeline,Closed Lost,,2023-07-27T10:45:33.912Z,2023-09-15T08:26:28.312Z,Tradeshows and Events
14359970873,default,Mid Market Pipeline,Closed Lost,,2023-07-27T14:19:26.258Z,2023-08-09T17:40:08.065Z,PPC / Paid Advertising
14417450385,default,Mid Market Pipeline,Closed Lost,28300,2023-08-01T11:13:44.167Z,2023-12-20T13:15:26.347Z,Sales Outbound
14418687258,default,Mid Market Pipeline,Closed Lost,,2023-08-01T13:59:31.9Z,2023-08-03T14:48:26.974Z,Sales Outbound
14447534248,default,Mid Market Pipeline,Closed Lost,,2023-08-03T10:32:47.102Z,2023-08-10T10:47:41.601Z,Website
14516745279,default,Mid Market Pipeline,Proof of Value,11350,2023-08-07T14:25:37.22Z,2023-10-31T16:39:50.297Z,Website
14535466094,default,Mid Market Pipeline,Closed Lost,34750,2023-08-09T04:30:22.048Z,2023-09-12T15:43:40.155Z,Website
14554772250,default,Mid Market Pipeline,Keep Warm,10140,2023-08-10T12:54:53.649Z,2024-03-31T11:37:11.033Z,Tradeshows and Events
14554829628,default,Mid Market Pipeline,Closed Won,46640,2023-08-10T12:54:18.294Z,2023-12-13T17:57:28Z,Tradeshows and Events
14555661670,default,Mid Market Pipeline,Closed Lost,,2023-08-10T13:20:41.824Z,2023-11-09T17:50:33.3Z,Website
14568447338,default,Mid Market Pipeline,Proposal/Pricing,10089,2023-08-11T07:46:11.386Z,2024-05-31T14:10:33.069Z,Website
14576563061,default,Mid Market Pipeline,Closed Lost,9601,2023-08-11T18:30:04.903Z,2023-12-05T18:18:28.466Z,Website
14613742238,default,Mid Market Pipeline,Closed Lost,,2023-08-14T14:50:09.028Z,2023-09-12T15:40:19.997Z,Sales Outbound
14648652662,default,Mid Market Pipeline,Proof of Value,20200,2023-08-16T10:57:05.737Z,2024-03-31T14:45:06.468Z,Marketing Emails
14649303634,default,Mid Market Pipeline,Qualified,10600,2023-08-16T11:57:46.905Z,2024-03-31T15:34:37.225Z,Sales Outbound
14719941688,default,Mid Market Pipeline,Closed Lost,,2023-08-18T11:23:42.709Z,2023-11-16T18:00:06.103Z,Sales Outbound
14723374627,default,Mid Market Pipeline,Closed Lost,,2023-08-18T17:10:01.33Z,2023-09-15T11:24:30.489Z,Webinar
14779607222,default,Mid Market Pipeline,Closed Lost,12600,2023-08-22T11:39:31.288Z,2023-09-06T10:11:47.338Z,Website
14785184158,default,Mid Market Pipeline,Closed Lost,,2023-08-22T17:26:41.994Z,2023-11-08T21:18:13.331Z,Sales Outbound
14814047292,default,Mid Market Pipeline,Keep Warm,22600,2023-08-24T21:04:14.777Z,2024-01-31T23:00:02.075Z,Website
14829021489,default,Mid Market Pipeline,Closed Lost,,2023-08-25T15:20:06.358Z,2024-01-24T19:10:00.039Z,Website
14829174179,default,Mid Market Pipeline,Closed Lost,,2023-08-25T15:27:44.303Z,2023-09-05T17:25:22.215Z,Sales Outbound
14830516153,default,Mid Market Pipeline,Keep Warm,26850,2023-08-25T17:02:31.498Z,2024-01-31T13:23:36.422Z,Sales Outbound
14916647600,default,Mid Market Pipeline,Proof of Value,29100,2023-08-31T15:11:03.731Z,2024-10-31T13:30:51.435Z,Website
15112279190,default,Mid Market Pipeline,Qualified,19867.5,2023-09-11T20:39:26.77Z,2024-03-31T17:19:36.027Z,PPC / Paid Advertising
15126740913,default,Mid Market Pipeline,Proposal/Pricing,45126,2023-09-12T23:25:21.299Z,2024-03-29T19:47:10.368Z,Tradeshows and Events
15220330805,default,Mid Market Pipeline,Keep Warm,10600,2023-09-18T13:34:41.577Z,2025-01-01T00:15:21.944Z,Sales Outbound
15238076189,default,Mid Market Pipeline,Keep Warm,,2023-09-19T19:18:07.47Z,,PPC / Paid Advertising
15241422728,default,Mid Market Pipeline,Procurement/Negotiation,26500,2023-09-20T00:18:01.549Z,2024-01-31T16:09:01.959Z,Website
15246012424,default,Mid Market Pipeline,Closed Won,9850,2023-09-20T10:34:31.09Z,2023-09-29T11:05:30.644Z,PPC / Paid Advertising
15250775606,default,Mid Market Pipeline,Proposal/Pricing,8680,2023-09-20T16:27:36.248Z,2024-01-31T14:14:48.108Z,Sales Outbound
15267772583,default,Mid Market Pipeline,Qualified,10600,2023-09-21T10:20:59.608Z,2024-01-31T23:10:25.817Z,Website
15280877116,default,Mid Market Pipeline,Proposal/Pricing,34000,2023-09-22T09:50:38.019Z,2024-03-31T11:18:45.859Z,Website
15283187040,default,Mid Market Pipeline,Closed Won,58973.68,2023-09-22T13:15:14.009Z,2023-11-01T18:17:10.354Z,Webinar
15284329299,default,Mid Market Pipeline,Lead Engaged,0,2023-09-15T15:05:32.516Z,2024-01-31T19:34:10.695Z,Tradeshows and Events
15023900955,default,Mid Market Pipeline,Closed Lost,12100,2023-09-06T14:18:41.061Z,2023-10-11T09:52:41.039Z,Website
15229777166,default,Mid Market Pipeline,Closed Lost,,2023-09-19T06:40:11.538Z,2023-12-01T11:53:59.155Z,Website
15329030964,default,Mid Market Pipeline,Closed Lost,,2023-09-26T16:19:07.626Z,2024-01-10T20:10:23.49Z,Tradeshows and Events
15329196842,default,Mid Market Pipeline,Keep Warm,,2023-09-26T16:19:06.154Z,2024-03-15T17:53:59.523Z,Tradeshows and Events
15329819250,default,Mid Market Pipeline,Lead Engaged,,2023-09-26T19:19:44.728Z,2024-04-01T19:04:06.071Z,PPC / Paid Advertising
15342566985,default,Mid Market Pipeline,Closed Lost,,2023-09-27T16:22:13.859Z,2023-11-09T10:52:36.321Z,Sales Outbound
15342567822,default,Mid Market Pipeline,Proposal/Pricing,8513.33,2023-09-27T16:27:41.809Z,2024-02-29T15:08:38.238Z,Partners and Affiliates
15353691918,default,Mid Market Pipeline,Qualified,10880,2023-09-28T09:37:15.106Z,2024-09-30T11:47:31.714Z,Sales Outbound
15430767914,default,Mid Market Pipeline,Closed Lost,35350,2023-10-03T18:47:55.782Z,2024-01-10T11:48:26.356Z,PPC / Paid Advertising
15431460642,default,Mid Market Pipeline,Closed Lost,31500,2023-10-03T20:07:57.368Z,2023-12-21T15:16:44.303Z,Website
15468470116,default,Mid Market Pipeline,Closed Lost,,2023-10-05T15:56:18.916Z,2024-01-18T14:29:01.057Z,Sales Outbound
15490234179,default,Mid Market Pipeline,Closed Won,58200,2023-10-06T14:12:33.725Z,2023-08-09T14:12:11.279Z,Website
15525161993,default,Mid Market Pipeline,Closed Lost,,2023-10-09T18:52:23.082Z,2023-11-10T14:52:37.626Z,Website
